flowid,sport,dsport,timestamp,totalHeaderSize,max_pkt_size,mean_pkt_size,attack_cat,Label
38256,29665,22,2015-02-18 02:15:14.807556,280,72,70.0,BENIGN,0
37668,27288,80,2015-02-18 02:15:14.908785,280,72,70.0,BENIGN,0
88365,29810,64974,2015-02-18 02:15:15.207523,280,72,70.0,BENIGN,0
129824,1067,22,2015-02-18 02:15:15.407506,280,72,70.0,BENIGN,0
48143,2762,53,2015-02-18 02:15:15.534534,88,89,89.0,BENIGN,0
43261,49076,1034,2015-02-18 02:15:15.607532,280,72,70.0,BENIGN,0
32571,6714,48640,2015-02-18 02:15:15.627586,280,72,70.0,BENIGN,0
140291,44028,5190,2015-02-18 02:15:15.707542,280,72,70.0,BENIGN,0
118184,16644,34610,2015-02-18 02:15:15.813734,280,72,70.0,BENIGN,0
149713,17045,37184,2015-02-18 02:15:16.207523,280,72,70.0,BENIGN,0
80030,62731,53,2015-02-18 02:15:16.307541,88,89,89.0,BENIGN,0
114605,1862,64481,2015-02-18 02:15:16.507554,280,72,70.0,BENIGN,0
850,17600,162,2015-02-18 02:15:16.542469936,88,84,84.0,DoS,1
143181,55665,21688,2015-02-18 02:15:16.710168,176,172,152.0,BENIGN,0
72158,31540,56896,2015-02-18 02:15:16.967323,280,72,70.0,BENIGN,0
26822,49138,25,2015-02-18 02:15:17.308953,280,72,70.0,BENIGN,0
66329,8404,42222,2015-02-18 02:15:17.527578,280,72,70.0,BENIGN,0
75394,44339,53,2015-02-18 02:15:17.607590,88,89,89.0,BENIGN,0
39946,36328,17387,2015-02-18 02:15:18.107592,280,72,70.0,BENIGN,0
63432,62593,64256,2015-02-18 02:15:18.207561,280,72,70.0,BENIGN,0
144330,60287,111,2015-02-18 02:15:18.587622,176,158,158.0,BENIGN,0
135513,23793,21391,2015-02-18 02:15:18.771613,176,164,148.0,BENIGN,0
6014,41800,80,2015-02-18 02:15:18.789349313,256,64,64.0,DoS,1
54679,28547,30671,2015-02-18 02:15:19.080134,280,72,70.0,BENIGN,0
98776,5909,43033,2015-02-18 02:15:19.307605,280,72,70.0,BENIGN,0
90699,39291,7260,2015-02-18 02:15:19.507563,280,72,70.0,BENIGN,0
171655,41148,10889,2015-02-18 02:15:19.607617,280,72,70.0,BENIGN,0
83696,11089,9135,2015-02-18 02:15:19.699435,280,72,70.0,BENIGN,0
50381,11571,5190,2015-02-18 02:15:19.707628,280,72,70.0,BENIGN,0
80882,1274,53,2015-02-18 02:15:19.937667,88,81,81.0,BENIGN,0
80427,64263,53,2015-02-18 02:15:20.430632,88,81,81.0,BENIGN,0
159254,56641,111,2015-02-18 02:15:20.607632,176,158,158.0,BENIGN,0
110707,52098,5190,2015-02-18 02:15:20.707642,280,72,70.0,BENIGN,0
98000,2918,22,2015-02-18 02:15:21.007642,280,72,70.0,BENIGN,0
41717,43179,22,2015-02-18 02:15:21.107634,280,72,70.0,BENIGN,0
69643,21473,12816,2015-02-18 02:15:21.114105,280,72,70.0,BENIGN,0
92061,44700,111,2015-02-18 02:15:21.307659,176,158,158.0,BENIGN,0
91178,41380,39721,2015-02-18 02:15:21.312511,280,72,70.0,BENIGN,0
17068,9861,22,2015-02-18 02:15:21.407638,280,72,70.0,BENIGN,0
91050,40747,111,2015-02-18 02:15:21.531656,176,158,158.0,BENIGN,0
84567,14633,11500,2015-02-18 02:15:21.621628,176,172,152.0,BENIGN,0
1564,35159,25,2015-02-18 02:15:21.649543444,256,64,64.0,DoS,1
69841,22365,39340,2015-02-18 02:15:21.790165,280,72,70.0,BENIGN,0
78361,56274,60967,2015-02-18 02:15:22.302279,280,72,70.0,BENIGN,0
77600,53331,80,2015-02-18 02:15:22.508928,280,72,70.0,BENIGN,0
61079,53327,58351,2015-02-18 02:15:22.607654,280,72,70.0,BENIGN,0
27773,52717,52743,2015-02-18 02:15:22.708655,280,72,70.0,BENIGN,0
124106,41713,21,2015-02-18 02:15:22.808909,280,72,70.0,BENIGN,0
117331,13034,24276,2015-02-18 02:15:22.813392,280,72,70.0,BENIGN,0
117755,14885,30671,2015-02-18 02:15:22.826071,280,72,70.0,BENIGN,0
131979,8936,80,2015-02-18 02:15:23.008932,280,72,70.0,BENIGN,0
33541,10442,9294,2015-02-18 02:15:23.303239,280,72,70.0,BENIGN,0
73445,36676,22,2015-02-18 02:15:23.607672,280,72,70.0,BENIGN,0
118814,19247,53,2015-02-18 02:15:23.707689,88,81,81.0,BENIGN,0
129629,64886,143,2015-02-18 02:15:23.708925,280,72,70.0,BENIGN,0
157234,48452,53,2015-02-18 02:15:24.707707,88,89,89.0,BENIGN,0
24092,38113,111,2015-02-18 02:15:24.807709,176,158,158.0,BENIGN,0
116054,7720,35453,2015-02-18 02:15:24.907691,280,72,70.0,BENIGN,0
12556,38219,80,2015-02-18 02:15:24.949958967,256,64,64.0,DoS,1
74412,40525,11917,2015-02-18 02:15:25.207698,280,72,70.0,BENIGN,0
80575,64870,111,2015-02-18 02:15:25.607710,176,158,158.0,BENIGN,0
5100,25044,53,2015-02-18 02:15:25.623313670,88,73,73.0,DoS,1
104160,26528,53,2015-02-18 02:15:25.807740,88,89,89.0,BENIGN,0
111881,56732,25,2015-02-18 02:15:25.809061,280,72,70.0,BENIGN,0
31459,2261,21,2015-02-18 02:15:25.908958,280,72,70.0,BENIGN,0
806,16289,80,2015-02-18 02:15:25.978861759,256,64,64.0,DoS,1
43056,48268,12816,2015-02-18 02:15:26.079271,280,72,70.0,BENIGN,0
55288,30795,53,2015-02-18 02:15:26.107725,88,81,81.0,BENIGN,0
26047,46260,111,2015-02-18 02:15:26.407726,176,158,158.0,BENIGN,0
48828,5312,43885,2015-02-18 02:15:26.607725,280,72,70.0,BENIGN,0
84870,15799,5190,2015-02-18 02:15:27.207728,280,72,70.0,BENIGN,0
10738,64108,80,2015-02-18 02:15:27.367128477,256,64,64.0,DoS,1
177484,65074,22,2015-02-18 02:15:27.407726,280,72,70.0,BENIGN,0
130962,4750,6881,2015-02-18 02:15:28.014932,280,72,70.0,BENIGN,0
139913,42468,6881,2015-02-18 02:15:28.016646,280,72,70.0,BENIGN,0
42571,46500,26537,2015-02-18 02:15:28.109710,176,164,148.0,BENIGN,0
14121,62039,25,2015-02-18 02:15:28.156177987,256,64,64.0,DoS,1
156312,44514,143,2015-02-18 02:15:28.512755,280,72,70.0,BENIGN,0
12608,39888,80,2015-02-18 02:15:28.731293379,256,64,64.0,DoS,1
13872,60069,25,2015-02-18 02:15:28.862170609,256,64,64.0,DoS,1
6056,42532,80,2015-02-18 02:15:28.910551,256,64,64.0,BENIGN,0
133948,17320,111,2015-02-18 02:15:29.107769,176,158,158.0,BENIGN,0
134316,18935,36388,2015-02-18 02:15:29.109684,176,164,148.0,BENIGN,0
95916,60141,80,2015-02-18 02:15:29.309749,280,72,70.0,BENIGN,0
86579,22792,22,2015-02-18 02:15:29.407751,280,72,70.0,BENIGN,0
136154,26401,62257,2015-02-18 02:15:29.520761,280,72,70.0,BENIGN,0
9068,30579,8009,2015-02-18 02:15:29.573345,224,62,59.0,BENIGN,0
54368,27227,111,2015-02-18 02:15:29.607782,176,158,158.0,BENIGN,0
60530,51232,28457,2015-02-18 02:15:29.612583,280,72,70.0,BENIGN,0
45400,57506,53,2015-02-18 02:15:29.707772,88,89,89.0,BENIGN,0
65025,3185,80,2015-02-18 02:15:30.009048,280,72,70.0,BENIGN,0
17041,9783,45696,2015-02-18 02:15:30.418549,280,72,70.0,BENIGN,0
166949,22367,62693,2015-02-18 02:15:30.822858,280,72,70.0,BENIGN,0
97323,1212,25,2015-02-18 02:15:30.908941,280,72,70.0,BENIGN,0
175285,56075,143,2015-02-18 02:15:31.309038,280,72,70.0,BENIGN,0
8674,21100,445,2015-02-18 02:15:31.693740072,256,64,64.0,DoS,1
95537,58495,34060,2015-02-18 02:15:32.807813,280,72,70.0,BENIGN,0
4609,16220,80,2015-02-18 02:15:32.815963,256,64,64.0,BENIGN,0
62687,59490,53,2015-02-18 02:15:33.007823,88,89,89.0,BENIGN,0
8783,23673,25,2015-02-18 02:15:33.144231871,256,64,64.0,DoS,1
168539,28637,29671,2015-02-18 02:15:33.407809,280,72,70.0,BENIGN,0
10872,65323,80,2015-02-18 02:15:33.506374033,256,64,64.0,DoS,1
77591,53290,53,2015-02-18 02:15:33.507833,88,89,89.0,BENIGN,0
77535,52986,80,2015-02-18 02:15:33.509058,280,72,70.0,BENIGN,0
109057,45591,25,2015-02-18 02:15:33.909092,280,72,70.0,BENIGN,0
172819,45979,41712,2015-02-18 02:15:34.007821,280,72,70.0,BENIGN,0
24081,38047,53,2015-02-18 02:15:34.233850,88,81,81.0,BENIGN,0
84523,14458,40152,2015-02-18 02:15:34.316817,280,72,70.0,BENIGN,0
4365,12032,389,2015-02-18 02:15:34.379995635,256,64,64.0,DoS,1
138530,36365,22,2015-02-18 02:15:34.507832,280,72,70.0,BENIGN,0
13336,54634,4322,2015-02-18 02:15:34.564718912,256,64,64.0,DoS,1
87764,27500,15273,2015-02-18 02:15:34.807854,280,72,70.0,BENIGN,0
166328,19702,53,2015-02-18 02:15:34.823831,88,89,89.0,BENIGN,0
93819,51713,26395,2015-02-18 02:15:34.885010,280,72,70.0,BENIGN,0
128822,61492,53,2015-02-18 02:15:34.907796,88,89,89.0,BENIGN,0
1425,31947,80,2015-02-18 02:15:34.929630285,256,64,64.0,DoS,1
87664,27162,30022,2015-02-18 02:15:35.009542,176,164,148.0,BENIGN,0
88042,28569,26965,2015-02-18 02:15:35.012786,280,72,70.0,BENIGN,0
158489,53515,58088,2015-02-18 02:15:35.407846,280,72,70.0,BENIGN,0
153661,33615,31612,2015-02-18 02:15:35.417799,280,72,70.0,BENIGN,0
61297,54192,80,2015-02-18 02:15:35.446230,280,72,70.0,BENIGN,0
6168,44592,25,2015-02-18 02:15:35.998780148,256,64,64.0,DoS,1
34664,15073,53,2015-02-18 02:15:36.207891,88,89,89.0,BENIGN,0
39956,36368,80,2015-02-18 02:15:36.209111,280,72,70.0,BENIGN,0
6686,54297,80,2015-02-18 02:15:36.603154567,256,64,64.0,DoS,1
9707,47981,8009,2015-02-18 02:15:36.772197,224,62,59.0,BENIGN,0
54752,28809,52853,2015-02-18 02:15:36.807905,280,72,70.0,BENIGN,0
142245,51887,111,2015-02-18 02:15:37.107896,176,158,158.0,BENIGN,0
142667,53510,50415,2015-02-18 02:15:37.109624,176,164,148.0,BENIGN,0
109506,47318,80,2015-02-18 02:15:37.209213,280,72,70.0,BENIGN,0
30993,1151,52440,2015-02-18 02:15:37.307890,280,72,70.0,BENIGN,0
172604,45075,53,2015-02-18 02:15:37.707907,88,89,89.0,BENIGN,0
90234,37398,5600,2015-02-18 02:15:37.807903,280,72,70.0,BENIGN,0
73177,35574,18721,2015-02-18 02:15:38.007903,280,72,70.0,BENIGN,0
68196,15723,35110,2015-02-18 02:15:38.016863,280,72,70.0,BENIGN,0
89503,34561,37033,2015-02-18 02:15:38.107901,280,72,70.0,BENIGN,0
8934,27435,8009,2015-02-18 02:15:38.129756,224,62,59.0,BENIGN,0
35639,18939,80,2015-02-18 02:15:38.209170,280,72,70.0,BENIGN,0
63821,64023,5190,2015-02-18 02:15:38.307898,280,72,70.0,BENIGN,0
12633,40467,80,2015-02-18 02:15:38.325490556,256,64,64.0,DoS,1
114078,64960,35901,2015-02-18 02:15:38.409703,176,164,148.0,BENIGN,0
156783,46383,80,2015-02-18 02:15:38.809202,280,72,70.0,BENIGN,0
15839,4771,143,2015-02-18 02:15:39.209090,280,72,70.0,BENIGN,0
81762,3938,22,2015-02-18 02:15:39.307881,280,72,70.0,BENIGN,0
98849,6259,111,2015-02-18 02:15:39.407883,176,158,158.0,BENIGN,0
99233,7762,31777,2015-02-18 02:15:39.409667,176,164,148.0,BENIGN,0
42399,45818,44444,2015-02-18 02:15:39.507885,280,72,70.0,BENIGN,0
8202,8072,8009,2015-02-18 02:15:39.722519,224,62,59.0,BENIGN,0
96929,64319,111,2015-02-18 02:15:39.807923,176,158,158.0,BENIGN,0
13340,54699,631,2015-02-18 02:15:39.904090,256,64,64.0,DoS,1
47282,64847,143,2015-02-18 02:15:40.109160,280,72,70.0,BENIGN,0
97780,2117,52203,2015-02-18 02:15:40.807911,280,72,70.0,BENIGN,0
22623,32330,22,2015-02-18 02:15:40.907897,280,72,70.0,BENIGN,0
142594,53240,53,2015-02-18 02:15:41.007937,88,89,89.0,BENIGN,0
140899,46607,25,2015-02-18 02:15:41.009136,280,72,70.0,BENIGN,0
26216,46892,48655,2015-02-18 02:15:41.107908,280,72,70.0,BENIGN,0
57989,41330,9787,2015-02-18 02:15:41.580322,280,72,70.0,BENIGN,0
91204,41478,53,2015-02-18 02:15:41.607927,88,81,81.0,BENIGN,0
90353,37843,30671,2015-02-18 02:15:41.625051,280,72,70.0,BENIGN,0
73044,35097,41155,2015-02-18 02:15:41.707928,280,72,70.0,BENIGN,0
68024,15072,40744,2015-02-18 02:15:41.770003,280,72,70.0,BENIGN,0
19614,20197,34350,2015-02-18 02:15:41.807930,280,72,70.0,BENIGN,0
29207,58392,19270,2015-02-18 02:15:41.951968,280,72,70.0,BENIGN,0
113624,63321,22360,2015-02-18 02:15:42.007917,280,72,70.0,BENIGN,0
79222,59620,64559,2015-02-18 02:15:42.107919,280,72,70.0,BENIGN,0
167324,23744,58985,2015-02-18 02:15:42.207889,280,72,70.0,BENIGN,0
79119,59177,21293,2015-02-18 02:15:42.260963,280,72,70.0,BENIGN,0
152937,30689,25,2015-02-18 02:15:42.509199,280,72,70.0,BENIGN,0
22448,31725,80,2015-02-18 02:15:42.609171,280,72,70.0,BENIGN,0
116557,9869,42067,2015-02-18 02:15:42.822908,280,72,70.0,BENIGN,0
90852,39859,53,2015-02-18 02:15:43.307957,88,82,82.0,BENIGN,0
84632,14870,6881,2015-02-18 02:15:43.314251,280,72,70.0,BENIGN,0
73717,37639,53,2015-02-18 02:15:43.607959,88,81,81.0,BENIGN,0
6701,54544,80,2015-02-18 02:15:43.718142,256,64,64.0,BENIGN,0
151175,22955,53,2015-02-18 02:15:44.007961,88,81,81.0,BENIGN,0
88352,29751,22,2015-02-18 02:15:44.407952,280,72,70.0,BENIGN,0
72685,33724,22,2015-02-18 02:15:44.707915,280,72,70.0,BENIGN,0
147821,9251,53,2015-02-18 02:15:44.820955,88,81,81.0,BENIGN,0
42305,45396,53,2015-02-18 02:15:44.907979,88,89,89.0,BENIGN,0
131577,7222,53,2015-02-18 02:15:45.007970,88,89,89.0,BENIGN,0
106568,35913,80,2015-02-18 02:15:45.410161,280,72,70.0,BENIGN,0
3776,4864,1723,2015-02-18 02:15:45.606067,256,64,64.0,BENIGN,0
102393,19716,80,2015-02-18 02:15:45.609212,280,72,70.0,BENIGN,0
36355,21983,19923,2015-02-18 02:15:45.775956,280,72,70.0,BENIGN,0
152102,27072,111,2015-02-18 02:15:45.807984,176,158,158.0,BENIGN,0
79705,61454,53,2015-02-18 02:15:45.907986,88,89,89.0,BENIGN,0
54941,29488,25,2015-02-18 02:15:46.109637,280,72,70.0,BENIGN,0
9107,31892,8009,2015-02-18 02:15:46.185883,224,62,59.0,BENIGN,0
32516,6526,80,2015-02-18 02:15:46.609222,280,72,70.0,BENIGN,0
2749,59706,80,2015-02-18 02:15:46.653495107,256,64,64.0,DoS,1
163444,7981,43963,2015-02-18 02:15:46.719159,280,72,70.0,BENIGN,0
57982,41309,45689,2015-02-18 02:15:46.807963,280,72,70.0,BENIGN,0
100067,10943,13954,2015-02-18 02:15:46.907993,280,72,70.0,BENIGN,0
17632,12063,12461,2015-02-18 02:15:47.007989,280,72,70.0,BENIGN,0
106523,35802,12462,2015-02-18 02:15:47.159010,280,72,70.0,BENIGN,0
29670,60381,53,2015-02-18 02:15:47.708007,88,89,89.0,BENIGN,0
12209,29569,80,2015-02-18 02:15:47.856401799,256,64,64.0,DoS,1
72090,31261,22,2015-02-18 02:15:47.908019,280,72,70.0,BENIGN,0
93777,51533,26224,2015-02-18 02:15:48.008005,280,72,70.0,BENIGN,0
93560,50590,111,2015-02-18 02:15:48.108018,176,158,158.0,BENIGN,0
88821,31718,29605,2015-02-18 02:15:48.119028,280,72,70.0,BENIGN,0
130994,4865,143,2015-02-18 02:15:48.409328,280,72,70.0,BENIGN,0
155982,43206,53,2015-02-18 02:15:48.539017,88,81,81.0,BENIGN,0
85259,17444,1067,2015-02-18 02:15:48.809831,176,172,152.0,BENIGN,0
96872,64065,6881,2015-02-18 02:15:49.014314,280,72,70.0,BENIGN,0
149747,17208,80,2015-02-18 02:15:49.109582,280,72,70.0,BENIGN,0
19736,20717,53,2015-02-18 02:15:49.408984,88,89,89.0,BENIGN,0
135099,22160,35777,2015-02-18 02:15:49.508012,280,72,70.0,BENIGN,0
135467,23643,21752,2015-02-18 02:15:49.519416,280,72,70.0,BENIGN,0
29722,60568,53,2015-02-18 02:15:49.608004,88,89,89.0,BENIGN,0
144534,61185,53,2015-02-18 02:15:49.755021,88,89,89.0,BENIGN,0
136287,26976,25,2015-02-18 02:15:49.756279,280,72,70.0,BENIGN,0
97589,1715,59306,2015-02-18 02:15:49.908016,280,72,70.0,BENIGN,0
127032,54002,30749,2015-02-18 02:15:50.055051,280,72,70.0,BENIGN,0
42602,46586,32318,2015-02-18 02:15:50.208030,280,72,70.0,BENIGN,0
17315,10846,39326,2015-02-18 02:15:50.610080,176,164,148.0,BENIGN,0
113771,63846,53,2015-02-18 02:15:50.808073,88,89,89.0,BENIGN,0
73330,36181,22,2015-02-18 02:15:50.908042,280,72,70.0,BENIGN,0
119024,20133,62874,2015-02-18 02:15:51.208043,280,72,70.0,BENIGN,0
150934,21977,53,2015-02-18 02:15:51.308050,88,89,89.0,BENIGN,0
4034,7583,1723,2015-02-18 02:15:51.583258,256,64,64.0,BENIGN,0
87592,26864,59444,2015-02-18 02:15:51.608043,280,72,70.0,BENIGN,0
88485,30306,5190,2015-02-18 02:15:51.708042,280,72,70.0,BENIGN,0
58800,44357,43445,2015-02-18 02:15:52.309715,176,172,152.0,BENIGN,0
39817,35772,80,2015-02-18 02:15:52.609286,280,72,70.0,BENIGN,0
23201,34496,143,2015-02-18 02:15:52.726215,280,72,70.0,BENIGN,0
177445,64841,111,2015-02-18 02:15:52.808087,176,158,158.0,BENIGN,0
6198,45197,80,2015-02-18 02:15:53.253714,256,64,64.0,BENIGN,0
71540,28949,27687,2015-02-18 02:15:53.312859,280,72,70.0,BENIGN,0
9643,46024,8009,2015-02-18 02:15:53.445003,224,62,59.0,BENIGN,0
60460,50971,24276,2015-02-18 02:15:53.513940,280,72,70.0,BENIGN,0
55917,33371,30671,2015-02-18 02:15:53.525047,280,72,70.0,BENIGN,0
62089,57243,53,2015-02-18 02:15:53.608099,88,81,81.0,BENIGN,0
140106,43253,53,2015-02-18 02:15:53.808111,88,89,89.0,BENIGN,0
140749,45994,80,2015-02-18 02:15:53.809306,280,72,70.0,BENIGN,0
57567,39796,53,2015-02-18 02:15:54.308101,88,89,89.0,BENIGN,0
58066,41537,25,2015-02-18 02:15:54.309401,280,72,70.0,BENIGN,0
137956,33871,15005,2015-02-18 02:15:54.508094,280,72,70.0,BENIGN,0
145226,64069,15772,2015-02-18 02:15:54.708097,280,72,70.0,BENIGN,0
103731,24909,5190,2015-02-18 02:15:55.108097,280,72,70.0,BENIGN,0
12457,35341,80,2015-02-18 02:15:55.123154065,256,64,64.0,DoS,1
104844,29254,53,2015-02-18 02:15:55.308138,88,81,81.0,BENIGN,0
2386,52964,53,2015-02-18 02:15:55.694871757,88,79,79.0,DoS,1
92912,48117,22,2015-02-18 02:15:55.708121,280,72,70.0,BENIGN,0
156250,44297,53,2015-02-18 02:15:56.008137,88,89,89.0,BENIGN,0
155164,39819,25,2015-02-18 02:15:56.009289,280,72,70.0,BENIGN,0
74024,38899,9207,2015-02-18 02:15:56.117232,280,72,70.0,BENIGN,0
1120,26076,23,2015-02-18 02:15:57.272343214,256,64,64.0,DoS,1
109998,49240,80,2015-02-18 02:15:57.509354,280,72,70.0,BENIGN,0
115770,6513,4386,2015-02-18 02:15:57.618169,280,72,70.0,BENIGN,0
43202,48820,53,2015-02-18 02:15:57.708170,88,89,89.0,BENIGN,0
32526,6553,80,2015-02-18 02:15:57.709396,280,72,70.0,BENIGN,0
56336,34955,53,2015-02-18 02:15:57.808203,88,81,81.0,BENIGN,0
63751,63742,11191,2015-02-18 02:15:57.824738,280,72,70.0,BENIGN,0
132633,11641,42171,2015-02-18 02:15:57.909881,176,172,152.0,BENIGN,0
6328,48519,80,2015-02-18 02:15:58.005802,256,64,64.0,BENIGN,0
73052,35124,22,2015-02-18 02:15:58.108161,280,72,70.0,BENIGN,0
124140,41836,53,2015-02-18 02:15:58.309124,88,81,81.0,BENIGN,0
35373,17838,64377,2015-02-18 02:15:58.408189,280,72,70.0,BENIGN,0
150479,20158,22,2015-02-18 02:15:58.508170,280,72,70.0,BENIGN,0
35765,19409,63571,2015-02-18 02:15:58.519311,280,72,70.0,BENIGN,0
103260,23111,53,2015-02-18 02:15:58.608140,88,89,89.0,BENIGN,0
103698,24778,80,2015-02-18 02:15:58.609289,280,72,70.0,BENIGN,0
8902,26215,8009,2015-02-18 02:15:58.689611,224,62,59.0,BENIGN,0
112048,57435,22,2015-02-18 02:15:58.908167,280,72,70.0,BENIGN,0
127747,57074,63251,2015-02-18 02:15:59.008170,280,72,70.0,BENIGN,0
82122,5314,30855,2015-02-18 02:15:59.409873,176,172,152.0,BENIGN,0
820,16534,80,2015-02-18 02:15:59.901804895,256,64,64.0,DoS,1
73648,37346,39620,2015-02-18 02:16:00.009861,176,172,152.0,BENIGN,0
39996,36516,80,2015-02-18 02:16:00.109422,280,72,70.0,BENIGN,0
5608,35958,80,2015-02-18 02:16:00.430758190,256,64,64.0,DoS,1
95614,58839,23154,2015-02-18 02:16:00.508194,280,72,70.0,BENIGN,0
3062,64449,80,2015-02-18 02:16:00.812355501,256,64,64.0,DoS,1
157781,50765,57074,2015-02-18 02:16:00.986395,280,72,70.0,BENIGN,0
38821,31879,50570,2015-02-18 02:16:01.008190,280,72,70.0,BENIGN,0
44277,53073,31499,2015-02-18 02:16:01.071379,280,72,70.0,BENIGN,0
43158,48665,46629,2015-02-18 02:16:01.218200,280,72,70.0,BENIGN,0
26713,48679,48487,2015-02-18 02:16:01.308208,280,72,70.0,BENIGN,0
11954,22664,80,2015-02-18 02:16:01.319087504,256,64,64.0,DoS,1
171749,41591,53,2015-02-18 02:16:01.708228,88,89,89.0,BENIGN,0
19867,21231,63985,2015-02-18 02:16:01.817191,280,72,70.0,BENIGN,0
102472,20056,80,2015-02-18 02:16:02.109541,280,72,70.0,BENIGN,0
160218,60417,64461,2015-02-18 02:16:02.408182,280,72,70.0,BENIGN,0
61544,55141,25920,2015-02-18 02:16:02.508227,280,72,70.0,BENIGN,0
140172,43553,46738,2015-02-18 02:16:02.975717,280,72,70.0,BENIGN,0
90566,38780,5190,2015-02-18 02:16:03.508241,280,72,70.0,BENIGN,0
118974,19899,36821,2015-02-18 02:16:03.909176,280,72,70.0,BENIGN,0
3547,2408,1723,2015-02-18 02:16:04.219096,256,64,64.0,BENIGN,0
9260,35827,25,2015-02-18 02:16:04.392057435,256,64,64.0,DoS,1
45439,57622,53,2015-02-18 02:16:04.418304,88,89,89.0,BENIGN,0
8356,11791,80,2015-02-18 02:16:04.447015240,256,64,64.0,DoS,1
8326,10946,80,2015-02-18 02:16:04.483685277,256,64,64.0,DoS,1
22104,30412,58202,2015-02-18 02:16:04.547324,280,72,70.0,BENIGN,0
55191,30402,111,2015-02-18 02:16:04.608271,176,158,158.0,BENIGN,0
41763,43368,1860,2015-02-18 02:16:04.908263,280,72,70.0,BENIGN,0
35353,17752,53,2015-02-18 02:16:05.708279,88,89,89.0,BENIGN,0
120206,25277,53,2015-02-18 02:16:05.908299,88,89,89.0,BENIGN,0
168006,26468,24699,2015-02-18 02:16:06.208271,280,72,70.0,BENIGN,0
145627,1084,80,2015-02-18 02:16:06.409509,280,72,70.0,BENIGN,0
27960,53358,27789,2015-02-18 02:16:06.508281,280,72,70.0,BENIGN,0
27830,52895,50881,2015-02-18 02:16:06.517375,280,72,70.0,BENIGN,0
162474,3961,80,2015-02-18 02:16:06.609353,280,72,70.0,BENIGN,0
123202,38004,53,2015-02-18 02:16:06.817316,88,89,89.0,BENIGN,0
122468,35069,80,2015-02-18 02:16:06.818565,280,72,70.0,BENIGN,0
163853,9576,53,2015-02-18 02:16:06.977269,88,89,89.0,BENIGN,0
171736,41537,80,2015-02-18 02:16:06.978506,280,72,70.0,BENIGN,0
38205,29473,36700,2015-02-18 02:16:07.809984,176,164,148.0,BENIGN,0
43550,50177,56924,2015-02-18 02:16:07.813103,280,72,70.0,BENIGN,0
61494,54932,52057,2015-02-18 02:16:08.008303,280,72,70.0,BENIGN,0
142606,53292,57282,2015-02-18 02:16:08.244421,280,72,70.0,BENIGN,0
115125,3878,47945,2015-02-18 02:16:08.517419,280,72,70.0,BENIGN,0
98287,4012,49777,2015-02-18 02:16:08.608316,280,72,70.0,BENIGN,0
84238,13257,5463,2015-02-18 02:16:08.808324,280,72,70.0,BENIGN,0
39768,35591,15789,2015-02-18 02:16:09.108320,280,72,70.0,BENIGN,0
40158,37260,13681,2015-02-18 02:16:09.146473,280,72,70.0,BENIGN,0
102060,18470,53,2015-02-18 02:16:09.308341,88,89,89.0,BENIGN,0
145152,63768,37038,2015-02-18 02:16:09.408314,280,72,70.0,BENIGN,0
87543,26666,3703,2015-02-18 02:16:09.619182,280,72,70.0,BENIGN,0
127765,57117,53,2015-02-18 02:16:09.822346,88,89,89.0,BENIGN,0
61871,56405,22,2015-02-18 02:16:09.908326,280,72,70.0,BENIGN,0
172943,46470,5190,2015-02-18 02:16:10.208335,280,72,70.0,BENIGN,0
163478,8113,53,2015-02-18 02:16:10.608354,88,89,89.0,BENIGN,0
5583,35448,1723,2015-02-18 02:16:10.633260,256,64,64.0,BENIGN,0
90647,39108,53,2015-02-18 02:16:10.708346,88,89,89.0,BENIGN,0
79970,62499,80,2015-02-18 02:16:11.109728,280,72,70.0,BENIGN,0
76576,49162,111,2015-02-18 02:16:11.908375,176,158,158.0,BENIGN,0
13008,49620,80,2015-02-18 02:16:12.206359441,256,64,64.0,DoS,1
32637,6932,4836,2015-02-18 02:16:12.308365,280,72,70.0,BENIGN,0
42123,44677,6519,2015-02-18 02:16:12.344411,280,72,70.0,BENIGN,0
154734,38002,8659,2015-02-18 02:16:12.510043,176,164,148.0,BENIGN,0
8787,23701,80,2015-02-18 02:16:12.896054103,256,64,64.0,DoS,1
159913,59266,143,2015-02-18 02:16:12.909619,280,72,70.0,BENIGN,0
3587,2869,1723,2015-02-18 02:16:13.388235,256,64,64.0,BENIGN,0
172532,44765,7716,2015-02-18 02:16:14.213426,280,72,70.0,BENIGN,0
148436,11815,143,2015-02-18 02:16:14.441584,280,72,70.0,BENIGN,0
117061,11895,5190,2015-02-18 02:16:14.508414,280,72,70.0,BENIGN,0
5437,32401,80,2015-02-18 02:16:14.682497308,256,64,64.0,DoS,1
4377,12313,179,2015-02-18 02:16:14.877896,256,64,64.0,BENIGN,0
80950,1400,111,2015-02-18 02:16:14.908429,176,158,158.0,BENIGN,0
36456,22432,20509,2015-02-18 02:16:15.130503,280,72,70.0,BENIGN,0
61751,55912,53,2015-02-18 02:16:15.338434,88,81,81.0,BENIGN,0
183,1935,80,2015-02-18 02:16:15.414272955,256,64,64.0,DoS,1
32522,6542,32847,2015-02-18 02:16:15.808383,280,72,70.0,BENIGN,0
76386,48420,53,2015-02-18 02:16:15.908421,88,89,89.0,BENIGN,0
148107,10443,44243,2015-02-18 02:16:16.230439,280,72,70.0,BENIGN,0
